"","zip","JobsT_1998","ArtsN_1998","ArtsW_1998","JobsN_1998","JobsW_1998","ArtSupport_1998","JobsT_1999","ArtsN_1999","ArtsW_1999","JobsN_1999","JobsW_1999","ArtSupport_1999","JobsT_2000","ArtsN_2000","ArtsW_2000","JobsN_2000","JobsW_2000","ArtSupport_2000","JobsT_2001","ArtsN_2001","ArtsW_2001","JobsN_2001","JobsW_2001","ArtSupport_2001","JobsT_2002","ArtsN_2002","ArtsW_2002","JobsN_2002","JobsW_2002","ArtSupport_2002","JobsT_2003","ArtsN_2003","ArtsW_2003","JobsN_2003","JobsW_2003","ArtSupport_2003","JobsT_2004","ArtsN_2004","ArtsW_2004","JobsN_2004","JobsW_2004","ArtSupport_2004","JobsT_2005","ArtsN_2005","ArtsW_2005","JobsN_2005","JobsW_2005","ArtSupport_2005","JobsT_2006","ArtsN_2006","ArtsW_2006","JobsN_2006","JobsW_2006","ArtSupport_2006","JobsT_2007","ArtsN_2007","ArtsW_2007","JobsN_2007","JobsW_2007","ArtSupport_2007","JobsT_2008","ArtsN_2008","ArtsW_2008","JobsN_2008","JobsW_2008","ArtSupport_2008","JobsT_2009","ArtsN_2009","ArtsW_2009","JobsN_2009","JobsW_2009","ArtSupport_2009","JobsT_2010","ArtsN_2010","ArtsW_2010","JobsN_2010","JobsW_2010","ArtSupport_2010","JobsT_2011","ArtsN_2011","ArtsW_2011","JobsN_2011","JobsW_2011","ArtSupport_2011","JobsT_2012","ArtsN_2012","ArtsW_2012","JobsN_2012","JobsW_2012","ArtSupport_2012","JobsT_2013","ArtsN_2013","ArtsW_2013","JobsN_2013","JobsW_2013","ArtSupport_2013","JobsT_2014","ArtsN_2014","ArtsW_2014","JobsN_2014","JobsW_2014","ArtSupport_2014","MedAge2k","pctba2k","pctba90","racediversity2k","racediversity90","medrent2k","medrent90","medhhinc2k","medhhinc90","meantrav2k","meantrav90","medlengthres2k","meanlengthres90","pctsamehouse2k","pctsamehouse90","pctfemale2k","pctfemale90","pctmarried2k","pctmarried90","pctchild2k","pctchild90","pctunemp2k","pctunemp90","diversityfb2k","diversityanc90","pctrental2k","pctrental90","pctpov2k","pctpov90","pctbike2k","pctbike90","pctdrove2k","pctdrove90","pctwalk2k","pctwalk90","density2000","density1990","housingdensity2000","housingdensity1990","Pop2000","Pop1990","RentMed","Democ92","NonWhite_90","CollProfLv90","CrimeRate1999county","ARTGOSLG98","City","State","Location","zipcode","Traditionalistic","Self_Expressive","Utilitarian","Charismatic","Egalitarian","Neighborly","Formality","Exhibitionism","Glamorous","Transgressive","Rational","Locality","State_Scenes","Corporateness","Ethnicity"
"21306",78503,11834,18,1012,11816,10822,994,13091,21,892,13070,12199,871,13360,18,1218,13342,12142,1200,14438,21,1185,14417,13253,1164,14589,18,1179,14571,13410,1161,16997,18,1348,16979,15649,1330,18628,18,1972,18610,16656,1954,19529,53,2126,19476,17403,2073,21550,53,1879,21497,19671,1826,22727,38,1584,22689,21143,1546,21892,84,2134,21808,19758,2050,20444,81,2075,20363,18369,1994,21015,106,2137,20909,18878,2031,21598,115,2171,21483,19427,2056,21239,73,2267,21166,18972,2194,21920,69,2431,21851,19489,2362,22687,75,2607,22612,20080,2532,28.4,14.0655302643666,36.4718103692511,0.512259319942982,0.64351136933006,565,470,30005,38676,19.0249215754618,19.2600276625173,8,6.07626520895786,66.0773619208827,48.8086685823755,51.9309118035233,51.2185875216638,61.2273469705219,68.1533101045296,46.996699669967,54.8149417409184,10.4716701275586,5.01545860529028,0.0792622660067823,0.439141184962567,29.2307692307692,28.4203102961918,28.4412720519963,14.1072980017376,0,0,92.256523963841,94.8773974265598,1.87617260787993,0.776887594076232,959.305910981385,1025.65084323529,300.092541828389,387.452203867524,17438,383545,282,58.1,4835,0.109250732524069,5730,-0.649354151400665,"MCALLEN","TX","NA-US-TX-MCALLEN","78503          ",361.958333333333,374.354166666667,338.819444444445,375.180555555555,365.263888888889,358.101851851852,370.222222222222,366.916666666667,371.048611111111,318.159722222222,344.87962962963,339.645833333333,349.5625,385.097222222222,352.868055555555
"20772",77070,19448,173,2652,19275,16796,2479,23069,182,3244,22887,19825,3062,23565,213,3008,23352,20557,2795,27072,374,3230,26698,23842,2856,21828,350,3234,21478,18594,2884,23788,721,4107,23067,19681,3386,25717,611,3597,25106,22120,2986,26779,790,3826,25989,22953,3036,26040,963,4386,25077,21654,3423,27993,1043,4767,26950,23226,3724,28595,907,4973,27688,23622,4066,28596,847,4951,27749,23645,4104,27882,883,5320,26999,22562,4437,32593,850,5421,31743,27172,4571,34774,884,5403,33890,29371,4519,34387,856,6276,33531,28111,5420,34394,845,6136,33549,28258,5291,33.7,40.161923454367,40.1647027316551,0.41871980272627,0.245178552148678,784,603,60887,52432,28.1482616959961,30.063939417597,4,6.16688520681845,47.2232389445313,44.7444551591128,50.9097649130394,50.1345219451472,62.9447357805567,69.1060449425975,40.547674034972,51.3175152020985,3.10151968815321,3.41949183568866,0.643478043073629,0.401554714072002,35.2808801466911,31.7878426698451,4.33090478859207,3.26752341184579,0.189539773736895,0.283263828782752,92.4657939939584,95.20025179007,1.24385476514837,1.00716028011645,2500.11637873833,1921.04048073258,988.852576663867,682.986864372334,32385,2818199,405,38.2,2110,0.409096824570536,5690,0.454166742755654,"HOUSTON","TX","NA-US-TX-HOUSTON","77070          ",936.27536231884,969.753623188405,880.478260869565,970.869565217391,924,926.975845410628,962.685990338164,958.594202898551,947.434782608696,848.115942028985,901.681159420289,921.768115942028,911.72463768116,969.753623188405,911.72463768116
"1406",5661,3590,29,305,3561,3285,276,3630,30,308,3600,3322,278,3492,27,374,3465,3118,347,3466,30,325,3436,3141,295,3602,22,297,3580,3305,275,4058,46,331,4012,3727,285,3814,46,361,3768,3453,315,3890,61,325,3829,3565,264,3990,75,372,3915,3618,297,3939,81,406,3858,3533,325,3820,80,471,3740,3349,391,3667,58,337,3609,3330,279,3635,54,329,3581,3306,275,3952,54,291,3898,3661,237,3908,62,311,3846,3597,249,3881,66,342,3815,3539,276,4016,66,337,3950,3679,271,39,25.2487227749395,16.1875,0.0525663781693604,0.0193894257448542,495,384,34271,25077,22.4536489151874,16.3718929254302,7,9.84744408945687,57.8561789088105,54.1189674523008,51.7222425796995,51.9709543568465,53.4680753330271,54.9097664543524,30.6205035971223,32.3027718550107,3.64273204903678,7.65472312703583,0.563531908286321,0.412054492594328,35.1776878092668,37.9861481086841,9.93987222848553,10.9180609180609,0.222551928783383,0.0915750915750916,89.2062314540059,87.7289377289377,3.41246290801187,7.05128205128205,83.1389252819455,73.7073271284135,36.9914628878785,32.7043728180913,5430,19735,414,44,37,0.164471669218989,2687,-0.23068807916223,"MORRISVILLE","VT","NA-US-VT-MORRISVILLE","05661          ",208.857142857143,212.095238095238,193.476190476191,215.738095238095,210.476190476191,206.698412698413,210.476190476191,209.261904761905,204.809523809524,183.357142857143,201.84126984127,206.428571428571,201.976190476191,211.690476190476,202.785714285714
"7820",28754,1986,6,390,1980,1596,384,2236,3,245,2233,1991,242,2236,3,202,2233,2034,199,2160,6,166,2154,1994,160,2219,6,186,2213,2033,180,2353,15,309,2338,2044,294,2171,15,279,2156,1892,264,2112,22,314,2090,1798,292,1998,22,187,1976,1811,165,2168,27,272,2141,1896,245,1993,27,273,1966,1720,246,1848,24,253,1824,1595,229,1921,12,258,1909,1663,246,1859,12,265,1847,1594,253,1992,9,151,1983,1841,142,1903,10,139,1893,1764,129,1959,13,126,1946,1833,113,37.2,22.7033844860206,6.89655172413793,0.107005677897117,0,401,324,34545,19154,26.3605015673981,25,7,15.3450704225352,53.5172613029034,73.6842105263158,51.1615269664448,52.247191011236,59.3876559209461,73.2394366197183,27.2630078403421,35.6164383561644,5.96890616324264,5.81395348837209,0.672229843011736,0.434585785423268,22.997508009968,16.9014084507042,12.8538985616957,19.1011235955056,0,0,91.784532049353,92.5,3.09960878724045,5,79.2987949963074,1.89447372327272,38.481497503977,0.89341658540702,7367,16953,234,49.8,148,0.178245225574315,405,-0.946870151872517,"MARS HILL","NC","NA-US-NC-MARS HILL","28754          ",121.052631578947,124.210526315789,119.473684210526,126.842105263158,121.052631578947,122.105263157895,123.508771929825,120.526315789474,120.526315789474,109.473684210526,121.40350877193,123.684210526316,118.421052631579,125.263157894737,118.947368421053
"2920",11733,5368,316,678,5052,4690,362,5525,283,645,5242,4880,362,6175,280,741,5895,5434,461,6256,319,695,5937,5561,376,6201,251,717,5950,5484,466,6855,398,929,6457,5926,531,7436,422,1107,7014,6329,685,7181,351,873,6830,6308,522,7686,373,968,7313,6718,595,7113,332,908,6781,6205,576,7412,354,920,7058,6492,566,7153,417,966,6736,6187,549,7235,390,899,6845,6336,509,7600,591,1077,7009,6523,486,7503,594,1006,6909,6497,412,7501,546,986,6955,6515,440,7628,539,993,7089,6635,454,33.8,54.1223404255319,51.8464243845252,0.335872564719552,0.249307798769696,1106,910,98056,60365,28.7095175148711,25.6957947756823,8,12.2761616161616,58.2307412601943,55.1467051467051,49.9290433080499,50.1770821432652,57.8688322874369,56.3239181856129,42.5693128982263,40.3398745700991,4.4387704998527,4.6244635193133,0.619462702865641,0.384703411554407,10.2051644853201,16.380529186023,4.56299659477866,4.29983314080349,0.519232807036134,0.451650260567458,84.4124192010173,86.0914881297047,6.5804810850906,6.19571511291257,1661.27863682234,1435.66685845298,486.516150681608,432.802941886302,20382,1321864,802,38.9,1704,0.525568181818182,4084,0.504641753765886,"EAST SETAUKET","NY","NA-US-NY-EAST SETAUKET","11733          ",406.872727272727,417.836363636364,388.6,426.363636363636,403.827272727273,406.060606060606,416.618181818182,417.836363636364,411.745454545454,368.5,394.690909090909,402,398.954545454546,423.318181818182,397.127272727273
"20445",76054,6281,34,750,6247,5531,716,6279,31,708,6248,5571,677,6003,31,616,5972,5387,585,6103,43,653,6060,5450,610,5172,37,568,5135,4604,531,5353,40,565,5313,4788,525,5902,40,645,5862,5257,605,5774,48,827,5726,4947,779,6035,54,909,5981,5126,855,5286,94,1032,5192,4254,938,5285,95,1102,5190,4183,1007,5263,100,1052,5163,4211,952,5028,53,898,4975,4130,845,4855,38,870,4817,3985,832,5076,44,890,5032,4186,846,5954,73,1100,5881,4854,1027,6407,76,1269,6331,5138,1193,40.5,40.2333085132787,36.4221167100628,0.239321569726441,0.107678279679813,687,724,76680,59842,24.6873935264055,23.1547640903249,7,8.56738623103851,55.3348519362187,53.5440716366383,51.8742545578463,50.7803846541134,69.8203976908274,70.302334481439,35.7557464592524,39.4585253456221,2.85002336084722,3.71836804957824,0.646514733633328,0.341677096431104,13.6585365853659,16.365227537923,3.35418839068474,4.32029414768665,0.324254215304799,0.253301972136783,92.704280155642,96.7975393522707,1.11867704280156,0.83227790844943,3290.05991422645,2759.92275707359,1237.92516197619,1012.97583188318,11686,1170103,430,33.1,427,0.360680415474936,5646,-0.57372831280095,"HURST","TX","NA-US-TX-HURST","76054          ",338.414634146342,348.567073170731,323.524390243902,353.304878048781,333.676829268293,338.414634146342,353.756097560976,349.920731707317,343.829268292683,303.219512195122,327.585365853658,329.615853658537,329.615853658537,348.567073170731,329.615853658537
"14579",52322,302,18,31,284,271,13,387,18,24,369,363,6,277,6,12,271,265,6,366,3,9,363,357,6,346,3,6,343,340,3,362,3,9,359,353,6,365,3,13,362,352,10,392,3,13,389,379,10,441,3,12,438,429,9,422,3,13,419,409,10,406,6,16,400,390,10,422,6,24,416,398,18,436,3,17,433,419,14,429,3,13,426,416,10,388,3,20,385,368,17,437,3,31,434,406,28,463,3,35,460,428,32,37.1,20.4616344354336,14.3547273982057,0.0341131155729888,0.0152207164910909,471,319,50714,35137,23.8571428571429,25.5477477477477,11,12.4239802224969,67.5862068965517,64.5731108930324,47.3684210526316,51.5751575157516,65.1351351351351,61.2507305669199,32.8633405639913,40.6329113924051,3.09769658459095,4.35103244837758,0.336734693877551,0.233439433231516,15.4594594594595,23.5148514851485,3.63951473136915,11.8628777627424,0,0,89.7288414133114,82.7237354085603,2.05423171733772,3.03501945525292,24.7945828575353,23.5146577185584,10.1442000684199,8.84311914202196,2344,96119,412,55.3,21,0.11304780876494,3429,-0.37296668032048,"OXFORD","IA","NA-US-IA-OXFORD","52322          ",21.5833333333333,21.5833333333333,18.6666666666667,21.875,22.1666666666667,22.1666666666667,21,20.7083333333333,21,20.125,20.6111111111111,21.2916666666667,19.5416666666667,21.2916666666667,21
"1921",7302,23511,185,1110,23326,22401,925,26021,627,1487,25394,24534,860,29571,606,1849,28965,27722,1243,32349,460,1463,31889,30886,1003,27324,180,1245,27144,26079,1065,24024,254,1400,23770,22624,1146,20259,286,1556,19973,18703,1270,22526,279,1499,22247,21027,1220,25332,232,1279,25100,24053,1047,26800,273,1466,26527,25334,1193,26072,270,1528,25802,24544,1258,23439,230,1404,23209,22035,1174,26379,276,1531,26103,24848,1255,25738,305,1560,25433,24178,1255,28665,267,1656,28398,27009,1389,29609,310,1905,29299,27704,1595,27517,409,2306,27108,25211,1897,32.7,43.5193696651346,32.9414202102864,0.791735864375832,0.785509727565812,798,573,45223,29602,33.4385909235163,30.0691761363636,4,8.26395527483783,47.3153917539441,55.5881275192378,49.5621606352594,49.512470491635,40.5756249536385,41.4289310286961,20.8687706473607,25.6992856528101,6.80463389944888,9.48519474136872,0.667743606638347,0.424499755968061,79.9484607884106,76.194947080915,17.8312479948669,21.611049570756,0.309004387862308,0.263474856970792,28.6261664915642,38.4146341463415,10.493789011804,12.6543209876543,20332.042887433,18738.4520665161,9612.74463059093,8596.43048456041,31769,553099,525,53.9,15759,0.366980831398261,4564,-0.113446819492824,"JERSEY CITY","NJ","NA-US-NJ-JERSEY CITY","07302          ",736.238461538462,767.884615384615,702.730769230769,776.261538461539,738.1,729.723076923077,753.302564102564,743.684615384615,745.546153846154,672.946153846154,716.071794871794,719.484615384615,720.415384615384,763.230769230769,725.069230769231
"9643",33549,6187,73,580,6114,5607,507,5786,104,707,5682,5079,603,4833,72,518,4761,4315,446,4694,107,577,4587,4117,470,4840,41,560,4799,4280,519,5345,41,382,5304,4963,341,5672,35,507,5637,5165,472,5544,55,708,5489,4836,653,6204,38,516,6166,5688,478,5698,40,467,5658,5231,427,5763,115,548,5648,5215,433,6300,103,528,6197,5772,425,5791,99,427,5692,5364,328,5297,62,387,5235,4910,325,5467,69,556,5398,4911,487,6318,82,609,6236,5709,527,6287,75,666,6212,5621,591,36.7,34.5751764549208,22.9205950136183,0.305112148026689,0.159033284690962,659,472,54010,44975,29.3908010290074,30.4407582938389,4,9.09311023622047,45.022324122119,55.5388093443858,49.7730813520287,49.4404029099049,61.9701067615658,69.4851626742939,34.4679878919413,39.4560504532913,3.99581084347055,2.57864878803507,0.653277158357896,0.407813969628227,26.3904783703365,11.5354330708661,6.19292560784936,6.5137354856981,0.302694406548431,0.0819448238186288,94.3084924965894,94.919420923245,0.422066848567531,0.983337885823546,826.693938387725,132.002325002678,346.966436488885,54.9624148686323,44672,834054,446,37.1,1356,0.255056782180631,7896,0.405711870833471,"LUTZ","FL","NA-US-FL-LUTZ","33549          ",346.244680851064,363.829787234042,318.957446808511,368.68085106383,343.212765957447,343.617021276596,353.31914893617,354.127659574468,361.404255319149,317.744680851064,334.723404255319,338.361702127659,338.968085106383,369.893617021277,337.755319148936
"6419",23451,19783,348,4512,19435,15271,4164,21190,377,4917,20813,16273,4540,21232,284,4848,20948,16384,4564,19500,316,4545,19184,14955,4229,19792,372,4937,19420,14855,4565,19414,429,4622,18985,14792,4193,20324,603,5052,19721,15272,4449,21239,540,5390,20699,15849,4850,20976,588,5225,20388,15751,4637,20225,543,5344,19682,14881,4801,19453,525,5114,18928,14339,4589,18595,554,5089,18041,13506,4535,19261,597,5356,18664,13905,4759,19507,523,5264,18984,14243,4741,20019,546,5527,19473,14492,4981,20755,566,5754,20189,15001,5188,21509,647,6338,20862,15171,5691,35.8,39.4753002183406,35.2908299732524,0.292083529264544,0.247039197331963,704,592,45014,35219,23.5979524942751,21.3762600094206,3,6.79142874316283,39.6005154639175,33.9701441995654,49.4897465660669,48.7982231153653,51.0497013280752,50.7831873685532,23.3615716438855,22.4721133554417,3.04791960800598,3.5577425535621,0.647271327242737,0.434591412101389,49.0867461102149,53.2219283481606,9.24111855834622,9.79865035387063,1.01351351351351,0.827975392016282,90.1767151767152,87.2889587862528,2.84996534996535,7.02622693001526,2488.02541468289,2274.16998071644,1308.43313453431,1190.50388345161,41499,393069,577,32.1,4659,0.355294497597998,3678,0.127123528760542,"VIRGINIA BEACH","VA","NA-US-VA-VIRGINIA BEACH","23451          ",1836.72471910112,1950.77528089888,1668.20224719101,1959.28651685393,1823.10674157303,1815.73033707865,1870.20224719101,1884.38764044944,1867.36516853933,1697.1404494382,1756.71910112359,1826.51123595506,1802.6797752809,1916.73033707865,1807.78651685393
"14840",53403,23610,239,1053,23371,22557,814,20414,274,1013,20140,19401,739,18559,306,1119,18253,17440,813,16609,295,1168,16314,15441,873,16985,284,1138,16701,15847,854,18140,249,1213,17891,16927,964,17008,456,1432,16552,15576,976,15464,500,1306,14964,14158,806,14762,266,1040,14496,13722,774,15002,132,804,14870,14198,672,16669,130,953,16539,15716,823,15367,128,869,15239,14498,741,14359,127,900,14232,13459,773,15409,130,809,15279,14600,679,15255,136,835,15119,14420,699,13274,140,811,13134,12463,671,12723,137,850,12586,11873,713,33.5,15.3294117647059,14.2987526620018,0.611647272306215,0.551629688592617,511,371,36670,26068,20.0516637478109,17.2369467496542,6,11.6616790123457,55.0404795267009,57.6639690783911,50.7957175925926,51.5922158337019,48.529620014161,47.9351676614743,31.5195753151958,35.130314141314,7.20286247666459,8.5790273556231,0.399448980356292,0.507305078738803,41.0151414151033,42.3266837843176,14.5278450363196,19.9969747390712,0.62036877477167,0.982474774296336,89.3848009650181,90.7417241989733,3.28278476650009,5.10709860152239,2694.31361419209,2634.25521669295,1104.62456507792,1037.62130402431,27545,175034,402,39.7,9971,0.139361105921913,4033,-1.24204667953809,"RACINE","WI","NA-US-WI-RACINE","53403          ",643.134615384615,674.730769230769,598.288461538461,675.75,660.461538461539,650.948717948718,653.666666666667,657.403846153846,646.192307692308,600.326923076923,626.48717948718,637.019230769231,625.807692307692,645.173076923077,631.923076923077
"1256",5001,3705,78,564,3627,3141,486,3754,66,475,3688,3279,409,4049,76,489,3973,3560,413,4166,92,523,4074,3643,431,5711,69,305,5642,5406,236,5973,95,335,5878,5638,240,5950,95,404,5855,5546,309,6477,98,749,6379,5728,651,6281,89,474,6192,5807,385,6067,90,572,5977,5495,482,6208,89,459,6119,5749,370,6012,157,469,5855,5543,312,6137,150,473,5987,5664,323,5830,154,476,5676,5354,322,4811,135,492,4676,4319,357,5038,138,527,4900,4511,389,4778,148,532,4630,4246,384,39.4,30.7200748129676,23.0507259365478,0.0664215715432067,0.0513750550130205,568,505,43125,32530,19.1539986781229,15.0119581464873,5,9.48401553630116,56.6151004386978,53.6604463004045,53.3522293687997,51.3301088270859,56.5022421524664,59.8099325567137,29.5760345265296,33.3533834586466,3.15296989422295,5.34001743679163,0.695868407964781,0.338687516322951,34.1488277268094,37.8661087866109,8.26091739082609,9.1157476403378,0.149444918872758,0.315994166261546,93.1682322801025,92.2216820612543,2.26302305721605,3.76762275157997,215.353644165435,194.738674739219,108.099452435419,100.069475734091,9172,54055,457,47.5,238,0.240995517081465,1497,-0.550992224463036,"WHITE RIVER JUNCTION","VT","NA-US-VT-WHITE RIVER JUNCTION","05001          ",231.911764705882,239.176470588235,215.705882352941,239.176470588235,233.588235294118,232.470588235294,241.411764705882,238.617647058823,231.911764705882,209.558823529412,231.725490196078,238.058823529412,226.323529411765,232.470588235294,227.441176470588
"6135",22408,8984,80,511,8904,8473,431,8761,77,509,8684,8252,432,10409,73,531,10336,9878,458,10986,88,722,10898,10264,634,13783,120,933,13663,12850,813,13586,155,885,13431,12701,730,14349,167,998,14182,13351,831,13929,194,996,13735,12933,802,14791,203,1016,14588,13775,813,15025,188,997,14837,14028,809,12341,157,977,12184,11364,820,11355,125,994,11230,10361,869,10877,135,945,10742,9932,810,12875,141,1070,12734,11805,929,13296,116,898,13180,12398,782,13170,110,911,13060,12259,801,13970,154,917,13816,13053,763,33.6,29.120219516378,10.5769230769231,0.320567241510714,0.482388432875446,748,320,57823,25598,32.5539648808858,24.6905311778291,4,13.4211798839458,41.9531018106263,65.1099961404863,51.1459129106188,51.6955266955267,68.3204436013425,58.8473660513282,42.0461354104254,33.3010648596321,2.60180995475113,5.55160142348754,0.68070876048084,0.484608132650546,15.5859786369791,26.2342691190707,4.11867939015027,13.3606252326014,0,0.0767459708365311,91.3048128342246,93.6300844205679,0.641711229946524,4.06753645433615,416.775283373412,63.8890686257017,157.455493827359,24.9616268832142,18383,57403,684,33.9,1071,0.13580866365613,2655,-2.16076542768531,"FREDERICKSBURG","VA","NA-US-VA-FREDERICKSBURG","22408          ",334.49375,337.21875,317.4625,340.625,333.8125,333.358333333333,345.166666666667,333.8125,327.68125,297.70625,330.633333333333,333.8125,324.275,346.075,324.275
"19262",71360,10256,28,729,10228,9527,701,10598,9,752,10589,9846,743,10901,31,834,10870,10067,803,10842,30,928,10812,9914,898,10658,33,869,10625,9789,836,10218,42,998,10176,9220,956,11188,43,1060,11145,10128,1017,12724,97,1044,12627,11680,947,13131,116,1076,13015,12055,960,14457,89,887,14368,13570,798,13979,92,1106,13887,12873,1014,13830,71,1045,13759,12785,974,13831,68,989,13763,12842,921,13436,75,1043,13361,12393,968,13809,77,1025,13732,12784,948,13922,82,1117,13840,12805,1035,14076,69,1059,14007,13017,990,35.7,17.419924540419,4.68164794007491,0.286546621136322,0.184025661862451,440,220,32653,15150,22.6486285217823,30.2576687116564,6,17.1237201365188,57.8771695594125,71.1299804049641,50.5893066215689,53.2641854789506,58.3360639622518,66.3695299837925,36.0794254330376,42.8571428571429,5.50432765740793,8.98100172711572,0.55069339316609,0.655529583637692,29.1789888748064,17.4358974358974,14.6265958029697,34.0140395660498,0.103312063202674,1.56862745098039,93.4487997569128,89.6078431372549,2.11485870556062,2.54901960784314,185.052329861135,7.91006306237852,73.6498780771643,3.32702046381254,38601,131556,338,40.2,5253,0.156482476886691,6276,-0.708447378660982,"PINEVILLE","LA","NA-US-LA-PINEVILLE","71360          ",476.125,489.125,444.4375,491.5625,472.0625,474.5,489.666666666667,486.6875,476.125,429.8125,458.25,471.25,463.9375,487.5,463.9375
"20358",75766,9578,54,695,9524,8883,641,10302,60,680,10242,9622,620,10446,60,690,10386,9756,630,10572,96,635,10476,9937,539,9720,31,613,9689,9107,582,10453,38,759,10415,9694,721,10150,35,652,10115,9498,617,10736,40,819,10696,9917,779,10443,34,837,10409,9606,803,10592,26,892,10566,9700,866,10651,34,1174,10617,9477,1140,8738,27,856,8711,7882,829,9547,26,786,9521,8761,760,9713,29,693,9684,9020,664,9566,38,694,9528,8872,656,9660,44,793,9616,8867,749,8735,48,704,8687,8031,656,34.1,12.9408763313987,11.6852367688022,0.541994426854648,0.419701479503328,409,327,28299,20409,20.0632470119522,17.4336182336182,5,11.3279778719397,53.0420614843717,52.33936074784,51.5573802850263,51.4389592185378,61.4271689143802,62.8398620767622,34.6689522176987,34.0703281194872,6.09537468626748,8.33250571059688,0.0552670183719748,0.510028603043524,29.9168376714548,30.5826957033549,18.2839756592292,22.0033585984659,0.0681066355322047,0.132743362831858,93.6563533761432,91.6592920353982,1.63455925277291,3.48451327433628,74.3970959301845,66.9208527013724,30.5655010503976,28.3413333032803,25455,41049,291,35.4,5099,0.127457351746548,3400,-0.493943228347276,"JACKSONVILLE","TX","NA-US-TX-JACKSONVILLE","75766          ",368.666666666667,370,355.333333333333,377.333333333333,365.333333333333,361.777777777778,372.444444444444,367.333333333333,365.333333333333,328.666666666667,357.333333333333,358,354,376.666666666667,358
"12902",46320,14655,2140,2889,12515,11766,749,15142,2138,2977,13004,12165,839,15793,2178,2970,13615,12823,792,15423,2142,3060,13281,12363,918,15195,2035,2910,13160,12285,875,14262,2035,2638,12227,11624,603,13953,2026,2713,11927,11240,687,14739,2016,2631,12723,12108,615,14899,2016,2620,12883,12279,604,15214,2010,2493,13204,12721,483,15258,2051,2511,13207,12747,460,13718,2051,2482,11667,11236,431,13233,2040,2469,11193,10764,429,14134,2044,2524,12090,11610,480,14694,2056,2667,12638,12027,611,14419,2079,2611,12340,11808,532,14368,2112,2606,12256,11762,494,30.2,9.06306115981832,5.94412938458307,0.702338156759518,0.626892783033357,447,349,25894,20534,25.4620218074293,21.1631064446054,5,9.91089027595269,54.8185148185148,54.0929927963327,51.6391466795227,52.4404905025247,43.7327995996998,42.234801870539,35.101506221349,37.151248164464,14.3458014120475,17.7527449023243,0.276193777032983,0.48021175073677,59.3586387434555,57.2109067017083,23.6529680365297,28.9806030575866,0.579185520361991,0.288028802880288,86.7511312217195,86.3366336633663,4.289592760181,6.93069306930693,3701.00432175443,3683.99746955941,1506.44906548466,1481.16256156313,16539,475594,393,55.2,6978,0.0549713690786049,4819,-0.533525461570505,"HAMMOND","IN","NA-US-IN-HAMMOND","46320          ",383.451923076923,388.903846153846,365.884615384615,400.413461538462,387.086538461538,379.615384615385,389.307692307692,388.903846153846,381.028846153846,348.923076923077,373.153846153846,381.028846153846,371.942307692308,394.355769230769,376.182692307692
"591",2813,833,3,100,830,733,97,956,10,113,946,843,103,1252,7,128,1245,1124,121,1184,13,144,1171,1040,131,1050,3,167,1047,883,164,1107,13,145,1094,962,132,1311,16,177,1295,1134,161,1293,16,165,1277,1128,149,1415,19,164,1396,1251,145,1290,24,169,1266,1121,145,1366,21,170,1345,1196,149,1149,21,145,1128,1004,124,1126,21,164,1105,962,143,1120,24,147,1096,973,123,1064,24,164,1040,900,140,1071,24,201,1047,870,177,1133,27,232,1106,901,205,40.8,29.4660280290935,23.5011441647597,0.0750297410876756,0.0761029187623837,722,632,51491,35915,27.3967889908257,23.5542912873862,6,9.9634391321816,55.4055877986233,54.2718608928273,50.4517114136659,50.3549382716049,64.9376947040498,64.3795334248187,29.32616260677,33.7931034482759,2.40823006780454,4.89675516224189,0.629890741421364,0.263077090954182,16.1736941472624,24.4578313253012,5.08278783211398,5.99471967696847,0.470996529499256,0,93.4060485870104,94.6291560102302,2.03272186415469,2.97314578005115,213.43393198668,175.983188608434,130.276443789299,115.719809669836,7859,110006,580,43.5,214,0.230114272910598,2218,0.193371974038199,"CHARLESTOWN","RI","NA-US-RI-CHARLESTOWN","02813          ",162.057692307692,162.057692307692,147.278846153846,166.644230769231,167.153846153846,163.076923076923,159.679487179487,162.567307692308,156.451923076923,146.259615384615,159.679487179487,166.644230769231,156.961538461538,160.528846153846,159
